Pos,No,Driver,Car,Time
1,15,Patrick TambayTAM,Renault,1:02.200
2,11,Elio de AngelisDEA,Lotus Renault,1:02.336
3,1,Nelson PiquetPIQ,Brabham BMW,1:02.806
4,6,Keke RosbergROS,Williams Honda,1:02.908
5,7,Alain ProstPRO,McLaren TAG,1:02.982
6,12,Nigel MansellMAN,Lotus Renault,1:03.200
7,16,Derek WarwickWAR,Renault,1:03.540
8,14,Manfred WinkelhockWIN,ATS BMW,1:03.865
9,8,Niki LaudaLAU,McLaren TAG,1:04.419
10,27,Michele AlboretoALB,Ferrari,1:04.459
11,28,Rene ArnouxARN,Ferrari,1:04.917
12,5,Jacques LaffiteLAF,Williams Honda,1:05.410
13,19,Ayrton SennaSEN,Toleman Hart,1:05.744
14,18,Thierry BoutsenBOU,Arrows BMW,1:05.972
15,22,Riccardo PatresePAT,Alfa Romeo,1:06.172
16,23,Eddie  CheeverCHE,Alfa Romeo,1:06.281
17,2,Teo FabiFAB,Brabham BMW,1:06.370
18,20,Johnny CecottoCEC,Toleman Hart,1:08.189
19,17,Marc SurerSUR,Arrows BMW,1:08.457
20,10,Jonathan  PalmerPAL,RAM Hart,1:09.047
21,9,Philippe AlliotALL,RAM Hart,1:09.447
22,21,Mauro BaldiBAL,Spirit Ford,1:09.629
23,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,1:11.625
24,26,Andrea de CesarisDEC,Ligier Renault,1:22.388
