Pos,No,Driver,Car,Time
1,2,Alain ProstPRO,McLaren Honda,1:07.203
2,1,Ayrton SennaSEN,McLaren Honda,1:07.228
3,27,Nigel MansellMAN,Ferrari,1:07.455
4,19,Alessandro NanniniNAN,Benetton Ford,1:08.137
5,5,Thierry BoutsenBOU,Williams Renault,1:08.211
6,28,Gerhard BergerBER,Ferrari,1:08.233
7,30,Philippe AlliotALL,Lola Lamborghini,1:08.561
8,6,Riccardo PatresePAT,Williams Renault,1:08.993
9,3,Jonathan  PalmerPAL,Tyrrell Ford,1:09.026
10,15,Mauricio GugelminGUG,March Judd,1:09.036
11,37,Bertrand GachotGAC,Onyx Ford,1:09.122
12,16,Ivan CapelliCAP,March Judd,1:09.283
13,36,Stefan JohanssonJOH,Onyx Ford,1:09.299
14,9,Martin DonnellyDON,Arrows Ford,1:09.524
15,29,Eric BernardBER,Lola Lamborghini,1:09.596
16,4,Jean AlesiALE,Tyrrell Ford,1:09.668
17,26,Olivier GrouillardGRO,Ligier Ford,1:09.717
18,25,Rene ArnouxARN,Ligier Ford,1:10.077
19,12,Satoru NakajimaNAK,Lotus Judd,1:10.119
20,11,Nelson PiquetPIQ,Lotus Judd,1:10.135
21,40,Gabriele TarquiniTAR,AGS Ford,1:10.216
22,8,Stefano ModenaMOD,Brabham Judd,1:10.254
23,23,Pierluigi MartiniMAR,Minardi Ford,1:10.267
24,20,Emanuele PirroPIR,Benetton Ford,1:10.292
25,10,Eddie  CheeverCHE,Arrows Ford,1:10.372
26,21,Alex CaffiCAF,Dallara Ford,1:10.468
