Pos,No,Driver,Car,Time
1,1,Ayrton SennaSEN,McLaren Honda,1:22.308
2,2,Alain ProstPRO,McLaren Honda,1:23.456
3,5,Thierry BoutsenBOU,Williams Renault,1:24.332
4,7,Martin BrundleBRU,Brabham Judd,1:24.580
5,27,Nigel MansellMAN,Ferrari,1:24.735
6,9,Derek WarwickWAR,Arrows Ford,1:24.791
7,6,Riccardo PatresePAT,Williams Renault,1:25.021
8,8,Stefano ModenaMOD,Brabham Judd,1:25.086
9,21,Alex CaffiCAF,Dallara Ford,1:25.481
10,22,Andrea de CesarisDEC,Dallara Ford,1:25.515
11,23,Pierluigi MartiniMAR,Minardi Ford,1:26.288
12,4,Michele AlboretoALB,Tyrrell Ford,1:26.388
13,40,Gabriele TarquiniTAR,AGS Ford,1:26.422
14,15,Mauricio GugelminGUG,March Judd,1:26.522
15,19,Alessandro NanniniNAN,Benetton Ford,1:26.599
16,26,Olivier GrouillardGRO,Ligier Ford,1:26.792
17,30,Philippe AlliotALL,Lola Lamborghini,1:26.857
18,32,Pierre Henri RaphanelRAP,Coloni Ford,1:27.011
19,11,Nelson PiquetPIQ,Lotus Judd,1:27.046
20,10,Eddie  CheeverCHE,Arrows Ford,1:27.117
21,25,Rene ArnouxARN,Ligier Ford,1:27.182
22,16,Ivan CapelliCAP,March Judd,1:27.302
23,3,Jonathan  PalmerPAL,Tyrrell Ford,1:27.452
24,20,Johnny HerbertHER,Benetton Ford,1:27.706
25,31,Roberto MorenoMOR,Coloni Ford,1:27.721
26,24,Luis Perez-SalaPER,Minardi Ford,1:27.786
