Pos,No,Driver,Car,Time
1,15,Alain ProstPRO,Renault,1:24.840
2,28,Rene ArnouxARN,Ferrari,1:25.182
3,16,Eddie  CheeverCHE,Renault,1:26.279
4,27,Patrick TambayTAM,Ferrari,1:26.298
5,1,Keke RosbergROS,Williams Ford,1:26.307
6,5,Nelson PiquetPIQ,Brabham BMW,1:27.273
7,22,Andrea de CesarisDEC,Alfa Romeo,1:27.680
8,2,Jacques LaffiteLAF,Williams Ford,1:27.726
9,25,Jean-Pierre JarierJAR,Ligier Ford,1:27.906
10,35,Derek WarwickWAR,Toleman Hart,1:28.017
11,3,Michele AlboretoALB,Tyrrell Ford,1:28.256
12,29,Marc SurerSUR,Arrows Ford,1:28.346
13,23,Mauro BaldiBAL,Alfa Romeo,1:28.639
14,12,Nigel MansellMAN,Lotus Ford,1:28.721
15,30,Chico SerraSER,Arrows Ford,1:28.784
16,9,Manfred WinkelhockWIN,ATS BMW,1:28.975
17,6,Riccardo PatresePAT,Brabham BMW,1:29.200
18,26,Raul BoeselBOE,Ligier Ford,1:29.222
19,11,Elio de AngelisDEA,Lotus Renault,1:29.518
20,4,Danny SullivanSUL,Tyrrell Ford,1:29.530
NC,36,Bruno GiacomelliGIA,Toleman Hart,1:29.552
NC,8,Niki LaudaLAU,McLaren Ford,1:29.898
NC,7,John WatsonWAT,McLaren Ford,1:30.283
NC,31,Corrado FabiFAB,Osella Ford,1:30.495
NC,17,Eliseo SalazarSAL,RAM Ford,1:31.229
NC,32,Piercarlo GhinzaniGHI,Osella Alfa Romeo,1:35.572
